Magic_Keys,Total_Meat_Purchased
2901DE535A1,3.6
2901E1709B8,3.6
2901E970DF4,2.4
2901EBB96A8,2.2
2901FA1A700,3.6
2901FB40204,2.2
290200B2702,2.5
2902016783B,1.8
290209EA556,2.5
2902260C8C3,2.2
290230ACB51,2.5
290245210CD,0.0
290245A5F72,2.4
29026A8CA14,2.2
29027B1FC47,2.2
290288534F4,2.2
2902A3590AE,3.6
2902A8C0BB1,2.2
2902AE58D0F,2.2
2902C0ACFC4,2.5
2902CED4DFE,0.0
290312CC073,2.2
29031A356F6,2.5
2903251E4F0,1.8
290328554C2,2.5
290330C173D,3.3
290334395D4,2.5
290342F4190,3.6
290346B7CAE,0.0
290353F2A74,0.0
29035B64165,2.2
2903624C97A,3.6
29037830FD7,2.4
29038F4C8BE,0.0
29039772593,2.2
2903B9C7487,2.4
2903CB24822,3.3
2903DF9F762,0.0
2903E586A29,3.3
2903EB0135C,2.5
2903EFE6580,2.2
2903F8B5E3E,3.6
2903F98D6F5,2.2
29040FDEE74,2.2
29042266C66,3.3
290436F9929,2.5
29045CF3466,2.5
29045E20C11,2.2
290470B77FC,2.2
2904C159442,1.8
2904C38AAC8,2.2
2904C621202,2.2
2904D5FD0FD,0.0
2904DD6C5EF,0.0
2904DDA6EB7,3.6
2904E3BAB69,3.6
2904ED94538,1.8
2904F591C20,3.6
2904FBCC815,0.0
2905043F08D,3.6
2905180F88F,3.6
29052B19B99,2.9
29053005781,2.5
290536B4D78,3.6
29053BD4864,0.0
290582262A1,2.2
29058FDC42D,3.6
290590B80E2,3.6
2905D47C736,2.0
2905D5A4BC7,2.2
2905F3AA734,2.2
2905F9DB84A,2.2
2906097559D,2.4
290636EC4A9,0.0
290662F2F0D,2.9
29067FB794A,2.2
290685BE63B,2.9
290692DBF9D,2.5
2906B89576A,2.5
2906BBA9830,2.4
2906BCB5F07,2.4
2906C5B52CB,0.0
2906D9CEA00,2.2
2906DD19357,2.5
2906F04AD32,2.4
2906FB87BE8,2.5
2907012B296,2.2
29070257EEC,2.2
2907094D2FB,2.2
2907218F23B,2.5
2907300E24C,2.2
2907318EF5E,0.0
29073979816,0.0
290739F1333,2.5
2907481FEF8,1.8
290748C9AE1,2.5
290750B30B6,2.2
29075E28744,2.4
290769677F9,2.4
290784FC88C,2.5
290793B59D7,2.2
2907B4E3356,2.5
2907BCDB724,2.2
2907C141CD9,2.4
2907CCC6BA6,2.2
2907D5FE633,2.4
2907E0AC3D7,2.2
290804C106A,3.6
29080C82BA7,0.0
29080CD1D10,2.2
29081144EBF,3.6
29081B5095A,2.5
29081E2B43B,1.8
29081EB55FA,1.8
290822A133E,3.6
29084419A28,2.2
290848962EF,2.0
290855EDD8B,2.9
29085D269EC,2.2
290862D7BB0,2.2
290879BDEE9,2.2
29087CC9025,3.3
29088009E9D,2.4
2908A1614B3,2.4
2908A314658,3.6
2908A8DF79E,3.6
2908AA710E1,1.8
2908AE5C2D0,3.6
2908BED4A2C,3.3
2908D349AFD,2.5
2908F264904,2.2
2908FE88D86,3.6
290911486EC,0.0
29091A3AEB6,2.5
290923686D6,3.6
29093709B60,2.2
290948F5C46,2.2
290949AA22A,2.2
290953EC556,2.2
290954381DD,1.8
2909543F6F6,2.2
290959F04F3,2.2
29095BD979B,2.2
29096A671DE,3.6
290989B93CB,0.0
29099E1F2DC,2.2
2909A11FA1D,2.0
2909AD45910,3.6
2909B5ADB54,2.5
2909CDFB772,0.0
2909D6ED3E7,2.5
2909E369D23,2.5
2909ED2D019,2.2
2909EEAAFD7,3.6
290A0B8F077,2.2
290A16E3CB0,0.0
290A4C29E48,0.0
290A5206ADB,2.5
290A56811A3,0.0
290A609A38D,2.0
290A6DC08B2,2.5
290A6DCA758,3.6
290A741C57B,2.2
290A804E513,2.2
290A80EC057,3.6
290A8AE1BA7,3.6
290A9B5D057,2.2
290A9D02AAD,2.5
290AC409088,0.0
290AC6A0AA5,3.3
290AE10E5C3,3.6
290B1E98F3E,2.9
290B2E3D68C,0.0
290B3594DFB,2.5
290B4045165,3.6
290B42EC897,3.6
290B771F994,2.4
290B7C75D11,2.4
290BA049ADF,3.6
290BBC54857,0.0
290BBE76D1D,2.2
290BD830257,0.0
290BE757F35,2.4
290BEB1453A,3.6
290BF0CBCFB,2.5
290BF1BC251,2.5
290BF56C023,3.6
290C1259414,0.0
290C2EBAF9C,0.0
290C6A0897A,2.2
290C8283AD8,2.5
290CB194B23,3.6
290CC9A9CB1,3.3
290CDC5E855,2.2
290CE45FBAD,2.2
290D1A83BF9,3.6
290D4FCBBC9,2.2
290D5B20074,2.4
290D6E9694B,2.4
290D73F50FD,3.6
290D780722F,2.2
290D82D151B,2.4
290D90568BE,3.6
290D9971A3C,2.4
290D9BB319E,0.0
290DA354EEA,2.4
290DD288E41,2.2
290DD45BDD7,3.6
290DE22A83B,2.5
290DE666604,2.2
290DEE7271E,3.6
290DFC98359,2.4
290DFEFF71B,3.6
290DFFAC41F,2.5
290E043F786,0.0
290E057BD2A,2.4
290E14EE3AC,3.6
290E32E6403,2.5
290E43F5CDF,3.3
290E51E8932,2.2
290E5C7871D,3.6
290E6A90842,2.5
290E7161A62,2.5
290E834C0D7,2.5
290E87064DD,2.2
290E950A8B6,3.3
290EA59BCB1,2.5
290EB4A7BD5,2.4
290EB5BBF53,2.2
290EBB681C4,3.6
290EC51996D,2.9
290ECE14933,0.0
290ED15C536,2.4
290ED2AADB5,3.6
290EE83E838,2.2
290EF9A5E40,2.5
290F115A6DF,3.6
290F1BB0EE5,2.5
290F2468DE7,2.2
290F27C436F,3.6
290F4155683,2.5
290F4C0745E,2.2
290F5B24B08,2.2
290F69E2F6D,0.0
290F7197AE9,0.0
290F72605A7,2.2
290F7E6A6E0,2.2
290F83916E5,2.2
290F8703AD4,3.6
290F8ABC0A2,2.2
290F8E04BC1,2.2
290FA6E647D,2.2
290FA6F6920,3.6
290FB6A61F7,3.6
290FBBDD2D8,2.2
290FBFBDACC,2.4
290FD176BCA,2.2
290FD2B9EF9,0.0
290FD8E9D2C,2.2
290FF691CFE,2.5
290FF8CEC9B,3.6
29100AAB7FA,2.2
29100DE8DC9,3.6
2910113115A,2.2
291020C0C40,2.5
29102D05DCF,3.6
29104030A1F,3.6
29105788A06,3.6
29106572A96,2.2
29106EA7F5D,3.6
29107C14DEF,3.6
29107E8C28D,2.5
291098589BE,0.0
29109E66BC8,3.6
29109F3FB29,2.4
2910A9CEDBF,2.2
2910AC4B1B0,2.4
2910B6FCF8B,2.4
2910B8A976C,2.2
2910BE60011,3.6
2910C41A526,0.0
2910C500BD6,2.2
2910D33A55D,2.4
2910D4099DF,2.2
2910D7A65BA,2.5
2910DF7639B,3.6
2910E7F1048,2.9
2910F001560,3.6
2910F16339D,0.0
2910F77CAF7,1.8
2910FC6F831,2.4
29110DD2E02,2.5
29111002650,2.5
29111D1FFB2,0.0
2911260FDEF,2.2
291130BDF5A,3.6
291131C714F,2.9
2911578018E,3.3
291159EE6A2,2.4
29115D18E41,2.4
29117116F4A,2.2
2911813C13F,2.2
291194634E6,2.2
2911A0FCEBF,0.0
2911C1FBC54,2.5
2911C447DB1,2.5
2911E3EAF3F,1.8
2911FAD6959,2.2
2911FE96079,2.4
29120392892,2.5
291210FCD97,2.2
29121BB18C6,2.2
291228765E0,0.0
291228F68F9,0.0
29123395116,0.0
29125DF20ED,2.4
29126708318,2.4
29128113E9D,2.5
2912868419C,0.0
29128FAC6A2,3.6
2912AA69E7E,3.3
2912B237699,2.2
2912B489A2C,2.2
2912E94783D,2.4
2912F15811C,3.6
2912FB729B0,2.2
291308A25ED,0.0
29131788C78,2.2
29131D66099,3.6
2913233F84A,3.6
29133EAC2F0,3.6
291340A383C,2.2
2913415E41D,0.0
2913496DA19,2.5
29134D48765,2.5
29134EAD6BD,2.2
29134F8DEFE,2.2
291355029C2,2.4
29136F519D2,3.6
2913884E12C,2.4
29138894A99,1.8
29138B79F75,3.6
291392A85A2,3.6
29139965A76,2.2
2913A1ABCCA,3.6
2913B2E6CAE,0.0
2913B84417D,2.5
2913C7069E0,2.2
2913C9633A7,2.2
2913CDA53A6,3.6
2913CE3A327,3.6
2913E4C7651,3.3
2913EEB0D35,3.6
291401BD9CC,2.2
2914363198E,2.5
291449A6F82,3.6
29147B58D3B,3.6
29148EA1944,0.0
2914B8990D9,3.6
2914B956280,2.2
2914BA95578,3.6
2914D01B11E,2.2
2914D8F9F63,2.2
2914DB47EF8,2.5
2914E7C5EDE,2.2
2914F1424A0,0.0
2914FC0E1FD,2.2
29151405F27,2.4
29151413A3D,2.4
2915201537A,2.2
29152B9479F,0.0
29153010C9F,2.2
29153461309,3.6
29153570AFB,2.4
291544B32B0,2.4
291571FAE44,2.2
29157BEFA78,2.2
29159D1DB85,2.4
2915CB07DE9,3.6
2915CB56B8B,3.6
2915CBF2109,3.3
2915D977C3A,2.2
2915DD36F93,1.8
2915E0B1029,2.2
2915F34B4BD,2.5
2915F3AB257,2.2
2916026BC82,3.6
291617B279B,2.4
29161986A14,2.5
29162102EC7,3.6
291632B6CAB,2.2
29163472A13,3.6
29164052360,2.5
2916429C2BE,2.2
2916431BA82,2.2
291645FB87D,2.9
291663D7753,3.6
291669D0CF5,3.3
29166C26931,3.6
291683D5EB6,3.6
2916965EBC4,2.2
29169973BA6,3.6
2916A5CFF63,3.6
2916A7E894A,2.2
2916AD938D8,2.4
2916ADA5BB3,2.5
2916AE5A197,3.6
2916BC6B8F8,2.2
2916C8AE4C1,2.4
2916CF20FF1,2.4
2916D460140,3.6
291799EF2B7,2.2
2917D830415,0.0
2917DBA6C02,1.8
2917F43B91B,3.6
29185702FF3,2.5
2918589BA88,2.2
29186AF321F,0.0
291879DAB8D,2.2
2918A2C2769,2.0
2918B4A7AC4,2.2
2918C00384F,2.9
2918E2704C6,2.2
29192593AF4,0.0
29194197AE1,2.2
2919568F0CA,3.6
29195C4C333,2.2
291987DE75C,2.2
2919CB785C4,2.2
2919F23B714,2.0
291A1C12563,3.6
291A5493ACB,2.2
291A6038F17,0.0
291AA168114,2.9
291ABEFB47E,3.6
291B6451D58,2.5
291BB099855,0.0
291C05757F3,2.5
291C310CB6F,3.6
291C449E2E4,2.5
291C4BE5D3E,0.0
291CD4E328C,3.6
291D07E7534,2.5
291D0C3BF9C,2.2
291D32985C7,2.2
291D37863AE,2.0
291D64AA11A,0.0
291E0526592,0.0
291E0D542D5,3.6
291E2C36A13,2.4
291E425B7A7,2.2
291E6B10B29,2.5
291EA90C236,2.4
291F0F6627C,3.6
291F7DAC9B2,2.9
291FEAD6CFC,2.5
29200437227,3.6
29205809FD0,2.2
29206B6307C,3.6
29208543C87,0.0
2920D91F9BA,1.8
29213FA23B4,2.2
2921510194E,2.2
29218694689,2.5
2921A876D7A,2.2
2921CE83E75,2.5
29220CD015C,0.0
29222E0810F,2.2
292278335B5,0.0
2922D7B6CFA,3.6
2922F8120DC,0.0
29231EC4D89,2.2
2923462AD37,2.2
29236B50FF4,2.2
29238D9DE7A,2.2
29239BAF214,3.6
2923DB5E254,2.2
2923EDC38C8,2.0
2924409A43D,2.5
29244298EA2,2.5
29245EDA0E4,2.9
2924D6EB029,2.5
29257B337BB,0.0
2925AA9C532,3.6
29261D7A3CD,2.5
2926367E407,2.2
29263ED4EC5,3.6
292648FC353,2.2
29267E2A768,0.0
292696DEAE4,2.5
2926A81933A,0.0
2926D4131A4,2.9
292706083E8,2.2
29273FFA586,2.9
29274829D3A,0.0
29277663895,2.9
2927858973B,2.5
292794C05D9,2.2
29279C626EC,0.0
2927D5C1ECF,2.5
2927E1D1322,2.5
29280D44C3D,2.4
2928491CBA1,0.0
292851ADF27,0.0
2928B7F2B77,2.2
2928B8B26AB,0.0
2928E58AF1E,2.2
2928EC483F2,2.0
29292185239,3.6
2929270F0F3,2.9
29297B49516,2.2
2929A816839,2.2
2929C6CFA6E,0.0
292A07361AD,2.2
292A55F6064,0.0
292A6E3A1A3,2.2
292A7A96560,2.4
292A816E50B,0.0
292A93B08AC,2.4
292AB8BEA1F,2.2
292AC523211,2.5
292ACDE757F,0.0
292AD952891,0.0
292ADFEA893,2.2
292AE65F989,2.2
292AF5C3212,2.2
292B09A0247,0.0
292B2146842,2.2
292B2821CCF,3.6
292B9624425,3.6
292B9F761FB,3.6
292C198E768,0.0
292C25EE795,3.6
292C28BD1D1,2.2
292C4D82411,2.2
292C52C2843,2.2
292CA63C9A4,0.0
292CBCEC44C,0.0
292CDF5C5A5,3.6
292D12552FD,2.5
292D1F55BC2,3.6
292D961516D,2.2
292DA4E01CC,3.6
292DABF5005,2.5
292DBCAB50B,2.2
292DC73D4F5,0.0
292DD00A05F,0.0
292DD6ECA05,2.2
292DD72F33B,2.9
292DF76E1D5,2.2
292E15F03EB,3.6
292E6D47497,2.2
292EBBCF413,2.5
292EC419A65,0.0
292EC7E4A9C,3.6
292F0B1856D,2.5
292F2C70E66,2.5
292FB711FD2,0.0
292FE58A065,2.5
292FF8BE3CD,3.6
2930000E25C,0.0
29300617513,2.0
293010C92EE,3.6
29301FAF5B2,2.4
293043CE0EB,3.6
29306E0C5B4,3.3
293072B1FBD,2.2
29307585585,2.2
2930B20E224,2.2
2930D5F8E59,2.2
2930EAAE661,2.4
2931223AEAE,3.6
29313FF423F,0.0
293140A3C97,2.2
293142DC0A8,2.2
293155D2DF4,2.2
2931B1C0AB0,0.0
2931E282E68,3.6
2931E823F50,3.3
29320549A0A,2.2
293206CC554,0.0
293243C0116,0.0
2932445D105,3.6
293251E0670,3.6
29325F5868B,2.4
293297B6559,2.4
2932AB42226,2.2
2932AC43B3B,3.6
2932B5793C9,3.6
2932CB5CB0A,0.0
2932F8A4E2C,2.2
2932FA58398,3.3
2933050741F,2.4
29331166530,2.2
293316B8C3D,0.0
293320F1FDF,3.3
2933290A19E,2.2
29332C5B880,2.2
2933394F54B,2.5
29333D203F1,2.2
29334A6A377,2.2
293352D3C65,2.2
2933960F3DD,2.2
2933A61EE15,0.0
2933B6CDE02,0.0
2933C9AEFCA,2.2
2933D3AFCA3,2.4
29341923BF3,0.0
2934221DC9D,0.0
293438145D5,2.2
293438440DB,0.0
293446D6E38,2.5
29344D58B28,2.2
2934560EBF2,0.0
29345DF2358,0.0
2934645828E,0.0
29346AFAC8B,0.0
2934ACC4C78,2.0
2934B30E666,3.6
293565B6B6D,2.2
293575A9508,0.0
29358AC6EDF,2.2
29359759B2D,3.6
2935A514C0C,2.2
2935A6DBEC4,3.6
2935C87ED9A,2.4
2935C923DF7,2.5
2935D3633CF,0.0
2935F72A1DC,2.5
293648123C8,2.2
293650CF21D,3.3
2936539545D,2.5
2936688A847,2.2
2936922C876,2.5
2936CB636A5,2.9
2936D9971BD,2.9
2936F5DE26E,2.2
2936FA30349,1.8
29371BAF3F7,3.6
29378C6E2AE,0.0
2937DE80763,3.6
2937E79DAE0,2.5
293805F23EF,2.2
29381BDE6F3,3.6
293850AAF36,2.2
2938A501113,3.3
2938A5FE9F1,0.0
2938BBC3624,0.0
29395A04937,0.0
293972E710F,2.2
29397B7B1E9,1.8
2939CEB0BDC,0.0
2939E393924,2.4
293A08C45DC,2.4
293A42ED00B,0.0
293A8305C8B,1.8
293BCA1937F,0.0
293BE33D1AA,2.2
293C38A9176,0.0
293C90E6144,2.2
293CEB4ACB9,0.0
293D0DA2CC8,2.2
293D505B3D3,2.5
293D75F2422,2.2
293DB544F71,2.0
293DFD77093,2.2
293E108FDCF,2.2
293EAA4C7AD,3.6
293EBF20E8A,0.0
293EE909098,2.4
293EF366DB7,2.2
293F2BE68AE,2.2
293FA94AA55,2.2
293FAFA5BC9,3.6
293FCD2A13A,2.5
293FE358D74,3.6
294020F6CAD,2.2
29402133F02,0.0
29404F3D7C9,2.4
294053DDAF1,2.4
2940559325C,2.2
29405630DA0,0.0
29408DA494E,2.9
2940995E274,2.2
29409F54AC2,3.6
2940AD3AEE2,2.2
2940AF1B5C7,2.2
2940B3CE358,2.2
2940C617484,0.0
2940C6C106D,2.2
2940F74A995,0.0
294191AF8B2,0.0
2941DFF3FDC,0.0
2941F9C9697,2.2
2942072D966,2.5
29420941033,3.6
294218D65C1,2.2
29424D23640,2.2
2942EF54307,0.0
2942F274472,0.0
294358FD830,3.6
2943A36BD9A,0.0
2943A8F72FE,0.0
2943C952319,2.2
2943D8AFD33,2.5
2943DD8ED21,2.4
2943F63686A,2.2
29443469AEB,0.0
294438BD9FE,2.2
294448A2883,3.6
29445C581E7,0.0
2944791D3B2,2.2
2944B77C102,0.0
2944B876137,1.8
2944BEC3795,2.2
2944D96282A,0.0
2945BCF03BC,3.6
294626DA3E3,0.0
294636EBC53,2.5
29464CA25E2,0.0
294736D54FE,2.2
29478A202E7,2.4
2947997A81F,2.2
2947DAB12FC,3.6
29491AFA922,2.2
29495DC4F41,2.4
2949A3047FF,2.2
294AC092B9A,2.5
294ACCBBBA8,0.0
294B41601A6,2.5
294B8850643,2.2
294C40AE89A,0.0
294C4CA724D,3.6
294C5A99EA0,0.0
294C74BDB6F,2.5
294D4948B2E,0.0
294D52F794A,2.2
294DB959270,0.0
294DBF99CD4,0.0
294E5864E79,3.6
294E6999499,3.6
294E7C8E3AD,0.0
294EA69F336,0.0
294EE21E652,0.0
294F1590CFF,0.0
294F40CF433,0.0
294F418584F,2.9
294FF2E790C,2.2
29509F546C9,2.2
2951536AAB2,2.2
295179AEF93,1.8
2951A0C6CF4,3.6
2951C57365C,2.5
29520E2EDE8,0.0
295219FB53E,0.0
29526B20D46,0.0
295299D3E2F,2.2
295302D596E,2.2
2953E87F002,2.2
295409DD76A,3.6
295414E5800,3.3
29547B74A2D,2.2
29548FD5DB2,2.2
2954BE4124B,0.0
29550CC591E,0.0
29559B13B08,0.0
29561BE67F5,3.6
2956255034E,0.0
2956350B175,2.2
29564866420,0.0
2956B5EC4CD,2.2
2956F4EE442,2.2
29570747A11,0.0
295708D531D,2.5
29571B0B252,2.5
29577276F66,2.5
29578FE42A9,2.2
2957E7565BA,2.9
2958103BF97,2.2
29581A79370,3.3
29583BAFC79,0.0
2958710AE40,0.0
295883E2162,2.5
29598D23652,0.0
2959E8ED4E6,0.0
2959E9CFF26,2.0
295A08B84D3,2.2
295A19F78B5,2.2
295AF743AC7,0.0
295B5A09367,2.2
295BDAE136E,2.5
295BDE16C96,0.0
295C10FEDBD,2.2
295C3476E28,2.5
295C6F5CDC5,0.0
295CAE93793,3.6
295CFC9D22E,2.2
295D01EEDE6,2.4
295D25129CE,2.5
295D3BE8FF2,0.0
295D3DC52D9,2.5
295D5FE2A20,2.2
295D96DDF5C,0.0
295DDDF1E5A,0.0
295DFC3D418,2.5
295E2735D34,5.0
295E2D30D47,0.0
295EAF4E27C,3.6
295F1C3CDE2,0.0
295F1D2E254,2.2
295F594CB25,2.2
295F88E7968,2.2
29600B1DB3C,0.0
2960102B34D,3.6
29608DE0495,2.0
2960B1852B2,0.0
2960E6681CE,2.5
2960FF2149D,0.0
29610E3414C,2.9
29612F06C84,3.6
296131B89EA,3.6
296134C8E40,3.6
29614460D5B,3.6
29617F087C0,0.0
2961AC57FFB,2.5
2961BEBF86E,2.2
2962264E1B1,2.5
29622702795,3.6
296287D4392,2.2
2962A9E071A,0.0
2962AB61BBA,2.5
2962BEBC6D7,3.6
2962E463F90,2.2
2962ECCBA46,0.0
2962F96C938,2.2
296310D3718,2.2
2963204212A,2.2
296328B9CBC,2.5
296336D8B6C,2.2
296338035C3,0.0
29633E76881,3.3
29633FC41E4,2.5
2963481B069,3.6
29635236BE0,2.5
29635AC20F7,3.6
296365BAC06,2.5
29636F57380,2.2
296394AA028,2.4
296399DEF0A,2.2
2963BED21DF,2.2
2963DEFCB9F,0.0
296423AF54A,2.2
2964576232E,0.0
29645FCDE1B,3.6
29648969C14,3.6
29648AA0710,2.2
29649B1D9F8,0.0
296505D48DB,2.2
29655C4E9EF,3.6
29656FA10D7,2.2
29658DD90D7,0.0
2965BC7DB55,3.6
2965D4675DB,0.0
2966353A4BB,2.2
2966483DA3A,2.5
29664B47893,3.6
2966707B29F,0.0
296682A54F6,2.2
296686DB450,2.2
2966F467EC1,2.2
29671581EBB,2.2
296718719CB,0.0
296727AC112,2.2
29675A59D38,2.2
2967963737D,3.6
2967978F314,0.0
2967E60D7B1,3.6
2967E9E35AA,2.2
2967EA20BC6,2.2
2967F749E3F,3.6
2967F8FC856,2.5
296843AC04C,0.0
29684F1BEEA,2.2
296873050AE,2.2
29687669D4E,2.2
29688CF1D5E,2.9
29688E87E66,2.2
2968B49220D,2.4
2968C072A76,2.5
2968C582C14,2.2
2968E3FAF84,3.6
2968E998B8A,2.2
296902E6DDA,0.0
29692704DBE,2.2
2969967BDBA,3.6
2969A06C229,2.9
2969EC00297,3.6
296A0951820,2.2
296A6740C95,3.6
296A6BAD480,2.4
296A6D8F5D6,3.6
296A9E5BFC2,0.0
296AA1AE987,2.2
296AB7F25F0,2.0
296AC6493DB,2.2
296ACA9E5D1,2.2
296B3340B04,3.6
296B41B63FD,2.4
296B7DA51C8,2.4
296B9BCE008,0.0
296BAD59BC6,2.5
296BB2B7095,1.8
296BF51D51C,2.2
296C0A64B8A,2.2
296C0CAC8E9,0.0
296C2BBFE10,2.5
296C4A3B29B,3.6
296C6B7C1D8,1.8
296C8BC5A6D,2.2
296CA413A52,0.0
296CB0F360A,2.2
296CC11CBFD,2.4
296CFD0CCAB,2.2
296D2F0C523,2.4
296D318EB4A,2.2
296D3E64495,2.4
296D5826959,1.8
296D7EF6A6A,3.3
296D9CE0FAB,3.6
296DC4FC820,3.6
296E19E53B8,0.0
296E1E7A190,3.6
296E23B2CE2,3.3
296E2EDC5DA,2.2
296E3B6F228,3.6
296E4F9C2E2,2.2
296E710507E,2.2
296EB271109,0.0
296EE8B8428,2.4
296EFF9D47E,2.4
296F46A7C64,0.0
296F4D80B2B,2.2
296F810D8E8,1.8
296F85D96DF,0.0
296FA1BF34C,3.6
296FA6403D8,2.2
296FA92A079,2.2
296FAF4F4B1,2.2
296FBED6F29,2.5
296FD3BFEA7,3.3
297021349C1,1.8
29704FD6E79,3.6
297078FC7FF,3.6
29708679EFB,2.0
2970BE65D54,2.2
2970E137A7F,3.6
2971422DFF9,3.6
29717CF3DDE,2.5
297180A8375,2.5
29719FA3752,2.0
297204B27C2,2.5
29721E4CA60,3.6
297225071E0,0.0
297229849C3,2.2
297259CDBB4,2.2
297293DBB0C,3.6
2972A79AF4F,2.5
2972FC464CB,3.3
2973277A5CB,2.2
2973319B45C,2.5
29735A9DED6,2.2
29736C01C35,2.5
29738861985,2.2
2973E72C6E8,2.2
2974299F3A2,2.2
297435B73B8,3.6
2974364D9E3,3.3
29744D82E85,3.6
29746CDD0E0,2.4
29747CB16FB,2.4
2974909FEB6,0.0
2974BE07FC9,2.4
2974C435BFD,0.0
2974CA4E43B,2.2
29751C197F5,0.0
29752292194,3.6
29755FF3D94,2.2
2975625295A,3.6
29758442B61,2.5
297599BD1B7,3.6
2975A8CA785,2.2
2975C7DFEAB,2.5
2975DE1CD89,3.6
2975E4AFA71,2.2
2975FB13104,3.6
297618B434B,2.5
29761A0AFFF,2.2
2976378B172,3.6
29763ECCD5D,2.9
29765B21CEB,2.5
29765CC7ECF,2.5
29767CA427B,2.2
2976C07A41C,3.6
2976EA2FA09,3.6
29773A0C43A,2.4
29779A61200,3.6
2977C131A9F,2.4
2977C995CAC,2.2
2977E2001D9,2.2
2978007982C,3.6
2978111DE1E,2.2
297819DD239,0.0
29782390FA8,2.2
29782880800,3.3
29782B30367,2.0
29782C16650,2.4
297843BB968,3.6
29786E0AE29,2.4
297877402F0,3.6
297879EFE57,0.0
297883B5ADA,2.2
29788AC46DD,2.2
29789B05E1A,2.4
2978AC06536,3.6
2978AF2DF81,3.6
2978BDEED73,3.6
2978D48C540,2.2
2978E0A4556,3.6
29790127B5E,2.2
29791414276,2.2
29794041856,2.2
29795AF5CE1,2.2
2979A6FA71A,2.9
2979AE69845,2.0
2979B267FF2,2.5
2979B2AFC42,0.0
2979BB13A88,2.2
2979F648039,0.0
2979F871A18,3.6
2979FABDB75,3.3
2979FC9037D,3.6
2979FCE0402,3.6
297A026884B,2.2
297A101476A,3.6
297A1815AC2,2.9
297A1A760F9,2.2
297A32927A0,2.4
297A3DA3B87,0.0
297A40A55AB,3.6
297A46FA8B0,2.2
297A6C28814,2.2
297A6D6A860,2.4
297A74911E6,0.0
297AA2D4FAE,2.4
297AA366A4D,2.4
297AC4CEC94,2.2
297AE48A333,3.6
297AF6D0E99,3.3
297B07E1691,1.8
297B29643AF,2.2
297BD439D81,3.6
297BEA52E37,2.4
297C022F535,2.2
297C38BC66C,2.4
297C3CC4CBF,2.2
297C4E81A2D,0.0
297C7759166,3.6
297C7CB351A,1.8
297C922481F,3.6
297CA83BE64,0.0
297CA973C43,1.8
297CAAED43C,2.5
297D02A6FD6,2.0
297D0E85DCE,2.2
297D1EA098F,2.2
297D2AA5B75,3.6
297D47ED9E6,2.2
297D56777B9,2.9
297D6E48967,3.6
297D7110251,3.3
297DC53C3D0,2.2
297DDF54F16,2.2
297DE87F61B,0.0
297E1D0512A,3.3
297E4BA721B,2.4
297E50A1BFC,3.6
297E5E478E5,2.5
297E6D9E93B,3.6
297E7159896,2.2
297E8EE3121,2.2
297E8F14E26,2.9
297E96CBBA1,2.5
297E9C58F3D,0.0
297EADDA88E,2.4
297EB34BE70,2.2
297EB3F5A59,3.6
297ECEACFFF,0.0
297ED5F5975,2.2
297EEEFAC92,2.2
297F0066E26,2.5
297FB7714E4,2.2
297FB9ACDD7,2.5
297FC4C9AD5,2.2
297FEF0D2B8,2.2
297FEF235CA,2.5
2982F6096A5,2.2
2982F9A6280,3.6
298301648DB,1.8
2983054090A,2.0
29831FE1410,3.3
29834ECC434,0.0
29835210B55,3.6
29836D84EDB,2.2
298376B984D,2.2
298378B5CEC,0.0
29838BB99F9,2.0
298390F8B48,1.8
2983B5E17E9,2.2
2983E1B4349,2.0
2983FBF987A,3.6
2983FE77AA3,2.2
29840015C19,2.5
29A70BDBF61,2.5
29A71656D1D,3.6
29A716E43BE,2.5
29A758A7DAE,2.5
29A78DACCBA,3.6
29A79837F19,0.0
29C791E91AD,2.2
29CB08BFBD9,2.2
29CB1C7A857,2.4
29CB20D10F7,2.5
29CB644CFA6,0.0
29CB74F5D5D,0.0
29CC1390446,2.5
29CC5F4ECA0,2.2
29CC8888B00,2.5
29CC8AFCE83,2.2
29CD0022E44,2.5
29CD0902050,2.9
29CD478FD51,1.8
29CD6B2E571,2.2
29CE353BDE7,0.0
29CE50C0610,2.2
29CE74D126C,0.0
29CEA98F444,3.6
29CEC127F29,2.2
29CF10DECFA,2.2
29CFB639244,2.2
29D0669D295,1.8
29D07E1B66A,2.5
29D15C0394F,1.8
29D18F62A3E,2.2
29D1F897565,2.5
29D234B9E6D,2.2
29D276C3675,2.9
29D2CDE113C,2.2
29D35878402,2.5
29D3FBE0EA8,2.2
29D4624A0AE,1.8
29D5C340973,2.2
29D5EAC0115,0.0
29D5F1D8F85,2.2
29D600F1315,2.5
29D62B49EEE,0.0
29D671E3D09,0.0
29D6D5DD718,2.9
29D6EB0AA3D,2.2
29D749211BC,2.2
29D74998CD9,2.5
29D7B032901,2.5
29D8199E80E,0.0
29D8327C093,0.0
29D8D1BDD9F,2.2
29D8EF1207C,2.2
29D98E70E25,0.0
29D99514377,0.0
29D99DF2A2E,2.2
29D99F43873,3.6
29D9CE5D481,0.0
29DA0871248,2.5
29DAB5C64ED,3.6
29DB677D949,2.2
29DB6E7D753,1.8
29DB9FBBA26,0.0
29DBFDAD09A,0.0
29DC448905D,0.0
29DCB02B90A,2.2
29DCB54594E,0.0
29DD1E00392,2.5
29DDD27834D,2.2
29DDE28D09F,2.2
